idx,data_prop,model_name,augmentation,batch_size,enc_layer,hidden_dim,acc,val_acc,cost_time(sec),record_time,emb_time
127,0.9,Simsiam,subgraph,256,1,512,0.8,0.75,43.74121356010437,20211008-141540,1.2452001571655273
128,0.9,Simsiam,subgraph,256,2,64,0.85,0.8,44.06180143356323,20211008-141626,1.2077453136444092
129,0.9,Simsiam,subgraph,256,2,512,0.8,0.8,44.27418351173401,20211008-141711,1.284855604171753
130,0.9,Simsiam,subgraph,256,3,64,0.8,0.85,45.07845067977905,20211008-141758,1.2129805088043213
131,0.9,Simsiam,subgraph,256,3,512,0.75,0.8,44.745758056640625,20211008-141844,1.331160545349121
132,0.9,Simsiam,attribute_masking,64,1,64,0.65,0.65,40.75346255302429,20211008-141926,1.2029497623443604
133,0.9,Simsiam,attribute_masking,64,1,512,0.85,0.8,41.44004487991333,20211008-142009,1.3027706146240234
134,0.9,Simsiam,attribute_masking,64,2,64,0.8,0.8,44.597625970840454,20211008-142054,1.2561681270599365
135,0.9,Simsiam,attribute_masking,64,2,512,0.85,0.8,44.50882911682129,20211008-142140,1.3403420448303223
136,0.9,Simsiam,attribute_masking,64,3,64,0.85,0.75,46.24408793449402,20211008-142228,1.2644431591033936
137,0.9,Simsiam,attribute_masking,64,3,512,0.9,0.9,46.442580223083496,20211008-142316,1.391740322113037
138,0.9,Simsiam,attribute_masking,256,1,64,0.75,0.7,41.02046084403992,20211008-142358,1.2535755634307861
139,0.9,Simsiam,attribute_masking,256,1,512,0.8,0.65,41.040297746658325,20211008-142441,1.3021583557128906
140,0.9,Simsiam,attribute_masking,256,2,64,0.7,0.7,40.909706592559814,20211008-142523,1.2076823711395264
141,0.9,Simsiam,attribute_masking,256,2,512,0.75,0.85,39.62488770484924,20211008-142604,1.2824208736419678
142,0.9,Simsiam,attribute_masking,256,3,64,0.85,0.85,41.28379559516907,20211008-142646,1.2690579891204834
143,0.9,Simsiam,attribute_masking,256,3,512,0.85,0.95,42.204654932022095,20211008-142730,1.3824946880340576
